Jar,Exp,plot,Ring,CO2,N,NoSp,NoGrp,MonoSp,MonoGrp,Time,DRR,CR
23,e141,270,5,Cenrich,Namb,16,4,,,168,0.0017357,0.4281996
24,e141,352,6,Camb,Nenrich,1,1,BromusInermis,C-3,168,0.00192376,0.4838345
25,e141,33,1,Cenrich,Namb,16,4,,,168,0.00180227,0.5816346
26,e141,104,2,Camb,Namb,16,4,,,168,0.00073682,0.420317
27,e141,213,4,Camb,Nenrich,16,4,,,168,0.00181923,0.4842834
28,e141,31,1,Cenrich,Nenrich,1,1,AsclepiasTuberosa,Forb,168,0.00063312,0.1945577
29,e141,137,3,Cenrich,Nenrich,1,1,LespedezaCapitata,Legume,168,0.00024579,0.188528
30,e141,67,2,Camb,Namb,16,4,,,168,0.00115829,0.3154068
31,e141,57,1,Cenrich,Namb,1,1,SchizachyriumScoparium,C-4,168,0.00097796,0.1990962
32,e141,118,2,Camb,Nenrich,16,4,,,168,0.00114133,0.4210651
33,e141,279,5,Cenrich,Namb,1,1,AmorphaCanescens,Legume,168,0.00140339,0.2804216
34,e141,250,5,Cenrich,Namb,16,4,,,168,0.00126767,0.385234
35,e141,13,1,Cenrich,Nenrich,16,4,,,168,0.00183619,0.4528467
36,e141,69,2,Camb,Namb,16,4,,,168,0.00198233,0.4183708
37,e141,241,4,Camb,Nenrich,1,1,LespedezaCapitata,Legume,168,0.00033941,0.1988764
38,e141,64,2,Camb,Nenrich,16,4,,,168,0.00101227,0.2496074
39,e141,196,4,Camb,Nenrich,1,1,AmorphaCanescens,Legume,168,0.00060263,0.1034714
40,e141,169,3,Cenrich,Namb,1,1,AmorphaCanescens,Legume,168,0.00103952,0.1393297
41,e141,143,3,Cenrich,Nenrich,1,1,SolidagoRigida,Forb,168,0.00310993,0.3482027
42,e141,39,1,Cenrich,Namb,1,1,BromusInermis,C-3,168,0.00103385,0.4220456
43,e141,108,2,Camb,Nenrich,16,4,,,168,0.00190393,0.4685713
44,e141,53,1,Cenrich,Nenrich,1,1,SolidagoRigida,Forb,168,0.00052398,0.3726227
45,e141,132,3,Cenrich,Nenrich,1,1,SchizachyriumScoparium,C-4,168,0.00146999,0.2802524
46,e141,103,2,Camb,Nenrich,1,1,BromusInermis,C-3,168,0.00177779,0.4588453
47,e141,36,1,Cenrich,Nenrich,1,1,AgropyronRepens,C-3,168,0.00194398,0.3012789
48,e141,90,2,Camb,Namb,1,1,SorghastrumNutans,C-4,168,0.0017115,0.4214784
49,e141,144,3,Cenrich,Nenrich,1,1,AgropyronRepens,C-3,168,0.00022845,0.2008108
50,e141,68,2,Camb,Nenrich,1,1,SchizachyriumScoparium,C-4,168,0.00060311,0.2222166
51,e141,123,3,Cenrich,Nenrich,1,1,SorghastrumNutans,C-4,168,0.00076539,0.264292
52,e141,192,4,Camb,Namb,1,1,AsclepiasTuberosa,Forb,168,NA,0.0799276
53,e141,23,1,Cenrich,Namb,16,4,,,168,0.0010535,0.2850321
54,e141,160,3,Cenrich,Nenrich,1,1,AsclepiasTuberosa,Forb,168,0.00029585,0.1204416
55,e141,45,1,Cenrich,Namb,16,4,,,168,0.00165431,0.3569042
56,e141,174,3,Cenrich,Nenrich,1,1,BromusInermis,C-3,168,0.00234679,0.4259319
57,e141,51,1,Cenrich,Namb,16,4,,,168,0.0023186,0.6691189
58,e141,94,2,Camb,Nenrich,1,1,AsclepiasTuberosa,Forb,168,0.00043916,0.1218139
59,e141,107,2,Camb,Namb,16,4,,,168,0.00107029,0.4432382
60,e141,175,3,Cenrich,Nenrich,16,4,,,168,0.00163741,0.4405187
61,e141,110,2,Camb,Nenrich,16,4,,,168,0.0011961,0.2068983
62,e141,116,2,Camb,Namb,1,1,LespedezaCapitata,Legume,168,0.00087731,0.2732368
63,e141,179,3,Cenrich,Namb,16,4,,,168,0.00232983,0.4429753
64,e141,173,3,Cenrich,Namb,16,4,,,168,0.00133654,0.1839909
65,e141,180,3,Cenrich,Nenrich,16,4,,,168,0.00230475,0.6158521
66,e141,126,3,Cenrich,Namb,1,1,SorghastrumNutans,C-4,168,0.00131714,0.3166112
67,e141,235,4,Camb,Namb,1,1,AgropyronRepens,C-3,168,0.00073897,0.2037831
68,e141,256,5,Cenrich,Nenrich,1,1,LespedezaCapitata,Legume,168,0.00141368,0.2921214
69,e141,201,4,Camb,Namb,16,4,,,168,0.00169555,0.2891381
70,e141,205,4,Camb,Nenrich,16,4,,,168,0.00122745,0.3442552
71,e141,99,2,Camb,Nenrich,1,1,SolidagoRigida,Forb,168,0.00213607,0.4689717
72,e141,225,4,Camb,Nenrich,1,1,AgropyronRepens,C-3,168,0.00115754,0.2812398
73,e141,199,4,Camb,Namb,1,1,SolidagoRigida,Forb,168,0.001338,0.2361458
74,e141,188,4,Camb,Namb,16,4,,,168,0.00133978,0.2920217
75,e141,153,3,Cenrich,Namb,1,1,SolidagoRigida,Forb,168,0.00141798,0.484847
76,e141,236,4,Camb,Nenrich,16,4,,,168,0.0026458,0.615422
77,e141,234,4,Camb,Nenrich,16,4,,,168,0.00097134,0.37568
78,e141,277,5,Cenrich,Namb,1,1,SorghastrumNutans,C-4,168,0.00174232,0.4964485
79,e141,283,5,Cenrich,Namb,16,4,,,168,0.00215364,0.4354659
80,e141,267,5,Cenrich,Nenrich,16,4,,,168,0.00202902,0.2793907
81,e141,248,5,Cenrich,Namb,1,1,AsclepiasTuberosa,Forb,168,0.00080331,0.1731337
82,e141,272,5,Cenrich,Namb,16,4,,,168,0.002759,0.5279181
83,e141,275,5,Cenrich,Nenrich,16,4,,,168,0.00334047,1.1471947
84,e141,202,4,Camb,Namb,1,1,BromusInermis,C-3,168,0.00063375,0.1694915
85,e141,304,5,Cenrich,Namb,1,1,LespedezaCapitata,Legume,168,0.0010504,0.2505346
86,e141,253,5,Cenrich,Nenrich,16,4,,,168,0.00172856,0.3030333
87,e141,273,5,Cenrich,Nenrich,1,1,SorghastrumNutans,C-4,168,0.00333877,0.6494832
88,e141,147,3,Cenrich,Namb,16,4,,,168,0.00122371,0.2565068
89,e141,151,3,Cenrich,Nenrich,16,4,,,168,0.00171077,0.6659388
90,e141,301,5,Cenrich,Nenrich,16,4,,,168,0.00266617,0.5740893
91,e141,331,6,Camb,Namb,1,1,SorghastrumNutans,C-4,168,0.00238284,0.3818356
92,e141,344,6,Camb,Namb,16,4,,,168,0.00194856,0.2862075
93,e141,362,6,Camb,Nenrich,1,1,SorghastrumNutans,C-4,168,0.00137578,0.2498204
94,e141,338,6,Camb,Nenrich,1,1,SolidagoRigida,Forb,168,0.00188449,0.3781107
95,e141,329,6,Camb,Namb,1,1,AsclepiasTuberosa,Forb,168,0.00164411,0.2125268
96,e141,355,6,Camb,Namb,16,4,,,168,0.00136391,0.3690768
97,e141,322,6,Camb,Namb,1,1,LespedezaCapitata,Legume,168,0.00133134,0.2158589
98,e141,145,3,Cenrich,Namb,1,1,AgropyronRepens,C-3,168,0.0012499,0.2615816
99,e141,345,6,Camb,Namb,1,1,SchizachyriumScoparium,C-4,168,0.00172731,0.4411122
100,e141,321,6,Camb,Nenrich,16,4,,,168,0.00293049,0.6219905
101,e141,22,1,Cenrich,Nenrich,1,1,BromusInermis,C-3,168,0.00236791,0.4785321
102,e141,311,6,Camb,Nenrich,16,4,,,168,0.00198867,0.3609106
103,e141,318,6,Camb,Nenrich,1,1,LespedezaCapitata,Legume,168,0.00090484,0.1836607
104,e141,314,6,Camb,Namb,1,1,SolidagoRigida,Forb,168,0.00153616,0.2024626
105,e141,342,6,Camb,Nenrich,1,1,AsclepiasTuberosa,Forb,168,0.00065933,0.1189559
106,e141,316,6,Camb,Nenrich,1,1,AmorphaCanescens,Legume,168,0.00111601,0.2496679
107,e141,349,6,Camb,Nenrich,1,1,SchizachyriumScoparium,C-4,168,0.00171056,0.2399597
108,e141,307,6,Camb,Nenrich,16,4,,,168,0.00221693,0.4581198
109,e141,111,2,Camb,Namb,1,1,AgropyronRepens,C-3,168,0.00206061,0.3368378
110,e141,330,6,Camb,Namb,1,1,AmorphaCanescens,Legume,168,0.0005549,0.0864166
111,e141,354,6,Camb,Nenrich,16,4,,,168,0.00105352,0.2809977
112,e141,158,3,Cenrich,Nenrich,1,1,AmorphaCanescens,Legume,168,0.0006098,0.1036749
1,e141,35,1,Cenrich,Namb,1,1,LespedezaCapitata,Legume,222,0.001582,0.3096337
2,e141,109,2,Camb,Namb,1,1,BromusInermis,C-3,222,0.000683,0.2760717
3,e141,8,1,Cenrich,Nenrich,1,1,SchizachyriumScoparium,C-4,222,0.001233,0.3653606
4,e141,30,1,Cenrich,Nenrich,16,4,,,222,0.00166,0.7069001
5,e141,42,1,Cenrich,Namb,1,1,SolidagoRigida,Forb,222,0.001467,0.431447
6,e141,184,4,Camb,Namb,16,4,,,222,0.00119,0.4414732
7,e141,209,4,Camb,Namb,1,1,AmorphaCanescens,Legume,222,0.000488,0.1488892
8,e141,358,6,Camb,Namb,16,4,,,222,0.001451,0.3339499
9,e141,18,1,Cenrich,Nenrich,1,1,AmorphaCanescens,Legume,222,0.001564,0.2704881
10,e141,43,1,Cenrich,Nenrich,16,4,,,222,0.00118,0.4674068
11,e141,163,3,Cenrich,Namb,16,4,,,222,0.001085,0.3294984
12,e141,130,3,Cenrich,Nenrich,16,4,,,222,0.001427,0.5662068
13,e141,52,1,Cenrich,Nenrich,16,4,,,222,0.001181,0.5134485
14,e141,71,2,Camb,Nenrich,1,1,SorghastrumNutans,C-4,222,0.001376,0.3883043
15,e141,231,4,Camb,Namb,1,1,SchizachyriumScoparium,C-4,222,0.001356,0.3759621
16,e141,254,5,Cenrich,Namb,1,1,SchizachyriumScoparium,C-4,222,0.000571,0.2223999
17,e141,112,2,Camb,Nenrich,1,1,AgropyronRepens,C-3,222,0.001328,0.3145023
18,e141,306,6,Camb,Namb,16,4,,,222,0.001458,0.4090346
19,e141,5,1,Cenrich,Namb,1,1,AsclepiasTuberosa,Forb,222,0.001091,0.2383432
20,e141,24,1,Cenrich,Namb,1,1,AgropyronRepens,C-3,222,0.001393,0.3622487
21,e141,266,5,Cenrich,Namb,1,1,BromusInermis,C-3,222,0.000715,0.4112076
22,e141,222,4,Camb,Namb,16,4,,,222,0.000906,0.3446975
23,e141,270,5,Cenrich,Namb,16,4,,,222,0.001761,0.5226216
24,e141,352,6,Camb,Nenrich,1,1,BromusInermis,C-3,222,0.001498,0.5760187
25,e141,33,1,Cenrich,Namb,16,4,,,222,0.001834,0.6798432
26,e141,104,2,Camb,Namb,16,4,,,222,0.001271,0.4747815
27,e141,213,4,Camb,Nenrich,16,4,,,222,0.001231,0.5663321
28,e141,31,1,Cenrich,Nenrich,1,1,AsclepiasTuberosa,Forb,222,0.000873,0.2353384
29,e141,137,3,Cenrich,Nenrich,1,1,LespedezaCapitata,Legume,222,0.000364,0.2050611
30,e141,67,2,Camb,Namb,16,4,,,222,0.001287,0.3814846
31,e141,57,1,Cenrich,Namb,1,1,SchizachyriumScoparium,C-4,222,0.0009,0.249762
32,e141,118,2,Camb,Nenrich,16,4,,,222,0.00108,0.4810011
33,e141,279,5,Cenrich,Namb,1,1,AmorphaCanescens,Legume,222,0.000792,0.3393854
34,e141,250,5,Cenrich,Namb,16,4,,,222,0.000921,0.4441569
35,e141,13,1,Cenrich,Nenrich,16,4,,,222,0.00121,0.5347899
36,e141,69,2,Camb,Namb,16,4,,,222,0.002067,0.5277398
37,e141,241,4,Camb,Nenrich,1,1,LespedezaCapitata,Legume,222,0.000646,0.225645
38,e141,64,2,Camb,Nenrich,16,4,,,222,0.00101,0.3041995
39,e141,196,4,Camb,Nenrich,1,1,AmorphaCanescens,Legume,222,0.000519,0.133718
40,e141,169,3,Cenrich,Namb,1,1,AmorphaCanescens,Legume,222,0.000808,0.1890901
41,e141,143,3,Cenrich,Nenrich,1,1,SolidagoRigida,Forb,222,0.001197,0.4635431
42,e141,39,1,Cenrich,Namb,1,1,BromusInermis,C-3,222,0.000999,0.4769254
43,e141,108,2,Camb,Nenrich,16,4,,,222,0.001239,0.5530966
44,e141,53,1,Cenrich,Nenrich,1,1,SolidagoRigida,Forb,222,0.001083,0.4162872
45,e141,132,3,Cenrich,Nenrich,1,1,SchizachyriumScoparium,C-4,222,0.000934,0.3448879
46,e141,103,2,Camb,Nenrich,1,1,BromusInermis,C-3,222,0.001797,0.5553624
47,e141,36,1,Cenrich,Nenrich,1,1,AgropyronRepens,C-3,222,0.000577,0.3686557
48,e141,90,2,Camb,Namb,1,1,SorghastrumNutans,C-4,222,0.001364,0.5043312
49,e141,144,3,Cenrich,Nenrich,1,1,AgropyronRepens,C-3,222,0.000997,0.2342903
50,e141,68,2,Camb,Nenrich,1,1,SchizachyriumScoparium,C-4,222,0.001625,0.2828906
51,e141,123,3,Cenrich,Nenrich,1,1,SorghastrumNutans,C-4,222,0.001675,0.3306307
52,e141,192,4,Camb,Namb,1,1,AsclepiasTuberosa,Forb,222,0.000434,0.1011315
53,e141,23,1,Cenrich,Namb,16,4,,,222,0.000778,0.3343437
54,e141,160,3,Cenrich,Nenrich,1,1,AsclepiasTuberosa,Forb,222,0.000629,0.1455804
55,e141,45,1,Cenrich,Namb,16,4,,,222,0.001265,0.4355268
56,e141,174,3,Cenrich,Nenrich,1,1,BromusInermis,C-3,222,0.001459,0.5282364
57,e141,51,1,Cenrich,Namb,16,4,,,222,0.00175,0.7786852
58,e141,94,2,Camb,Nenrich,1,1,AsclepiasTuberosa,Forb,222,0.000162,0.1379055
59,e141,107,2,Camb,Namb,16,4,,,222,0.001077,0.5012253
60,e141,175,3,Cenrich,Nenrich,16,4,,,222,0.00119,0.5166303
61,e141,110,2,Camb,Nenrich,16,4,,,222,0.000994,0.2659202
62,e141,116,2,Camb,Namb,1,1,LespedezaCapitata,Legume,222,0.000799,0.3184484
63,e141,179,3,Cenrich,Namb,16,4,,,222,0.001373,0.5424646
64,e141,173,3,Cenrich,Namb,16,4,,,222,0.000877,0.2435339
65,e141,180,3,Cenrich,Nenrich,16,4,,,222,0.002295,0.7400355
66,e141,126,3,Cenrich,Namb,1,1,SorghastrumNutans,C-4,222,0.000889,0.375974
67,e141,235,4,Camb,Namb,1,1,AgropyronRepens,C-3,222,0.000804,0.2454636
68,e141,256,5,Cenrich,Nenrich,1,1,LespedezaCapitata,Legume,222,0.001065,0.3588716
69,e141,201,4,Camb,Namb,16,4,,,222,0.001903,0.3864004
70,e141,205,4,Camb,Nenrich,16,4,,,222,0.000691,0.3957821
71,e141,99,2,Camb,Nenrich,1,1,SolidagoRigida,Forb,222,0.001124,0.5564973
72,e141,225,4,Camb,Nenrich,1,1,AgropyronRepens,C-3,222,0.000729,0.3319746
73,e141,199,4,Camb,Namb,1,1,SolidagoRigida,Forb,222,0.000603,0.2881785
74,e141,188,4,Camb,Namb,16,4,,,222,0.001111,0.3580846
75,e141,153,3,Cenrich,Namb,1,1,SolidagoRigida,Forb,222,0.001431,0.561767
76,e141,236,4,Camb,Nenrich,16,4,,,222,0.00188,0.7372286
77,e141,234,4,Camb,Nenrich,16,4,,,222,0.001145,0.4328983
78,e141,277,5,Cenrich,Namb,1,1,SorghastrumNutans,C-4,222,0.000938,0.5684037
79,e141,283,5,Cenrich,Namb,16,4,,,222,0.001317,0.528745
80,e141,267,5,Cenrich,Nenrich,16,4,,,222,0.000714,0.3527988
81,e141,248,5,Cenrich,Namb,1,1,AsclepiasTuberosa,Forb,222,0.000519,0.2086936
82,e141,272,5,Cenrich,Namb,16,4,,,222,0.001966,0.6550956
83,e141,275,5,Cenrich,Nenrich,16,4,,,222,0.002177,1.2955746
84,e141,202,4,Camb,Namb,1,1,BromusInermis,C-3,222,0.000486,0.1996609
85,e141,304,5,Cenrich,Namb,1,1,LespedezaCapitata,Legume,222,0.000468,0.2912407
86,e141,253,5,Cenrich,Nenrich,16,4,,,222,0.001417,0.387805
87,e141,273,5,Cenrich,Nenrich,1,1,SorghastrumNutans,C-4,222,0.001847,0.7887649
88,e141,147,3,Cenrich,Namb,16,4,,,222,0.001473,0.329454
89,e141,151,3,Cenrich,Nenrich,16,4,,,222,0.001144,0.7427439
90,e141,301,5,Cenrich,Nenrich,16,4,,,222,0.002083,0.7020205
91,e141,331,6,Camb,Namb,1,1,SorghastrumNutans,C-4,222,0.0017,0.4917195
92,e141,344,6,Camb,Namb,16,4,,,222,0.001503,0.3791805
93,e141,362,6,Camb,Nenrich,1,1,SorghastrumNutans,C-4,222,0.001654,0.3317741
94,e141,338,6,Camb,Nenrich,1,1,SolidagoRigida,Forb,222,0.001101,0.4583402
95,e141,329,6,Camb,Namb,1,1,AsclepiasTuberosa,Forb,222,0.001474,0.2966432
96,e141,355,6,Camb,Namb,16,4,,,222,0.001321,0.4415603
97,e141,322,6,Camb,Namb,1,1,LespedezaCapitata,Legume,222,0.000605,0.267788
98,e141,145,3,Cenrich,Namb,1,1,AgropyronRepens,C-3,222,0.001126,0.3256696
99,e141,345,6,Camb,Namb,1,1,SchizachyriumScoparium,C-4,222,0.001165,0.5189361
100,e141,321,6,Camb,Nenrich,16,4,,,222,0.001776,0.7484925
101,e141,22,1,Cenrich,Nenrich,1,1,BromusInermis,C-3,222,0.001559,0.5841439
102,e141,311,6,Camb,Nenrich,16,4,,,222,0.001064,0.4428783
103,e141,318,6,Camb,Nenrich,1,1,LespedezaCapitata,Legume,222,0.000949,0.2337294
104,e141,314,6,Camb,Namb,1,1,SolidagoRigida,Forb,222,0.000493,0.2567191
105,e141,342,6,Camb,Nenrich,1,1,AsclepiasTuberosa,Forb,222,0.000466,0.1492429
106,e141,316,6,Camb,Nenrich,1,1,AmorphaCanescens,Legume,222,0.001278,0.3143938
107,e141,349,6,Camb,Nenrich,1,1,SchizachyriumScoparium,C-4,222,0.000892,0.3098175
108,e141,307,6,Camb,Nenrich,16,4,,,222,0.001861,0.5680429
109,e141,111,2,Camb,Namb,1,1,AgropyronRepens,C-3,222,0.000866,0.4152614
110,e141,330,6,Camb,Namb,1,1,AmorphaCanescens,Legume,222,0.000836,0.1241198
111,e141,354,6,Camb,Nenrich,16,4,,,222,0.00128,0.3441161
112,e141,158,3,Cenrich,Nenrich,1,1,AmorphaCanescens,Legume,222,0.000555,0.1350906
1,e141,35,1,Cenrich,Namb,1,1,LespedezaCapitata,Legume,273,0.001285,0.382603
2,e141,109,2,Camb,Namb,1,1,BromusInermis,C-3,273,0.00079,0.3136746
3,e141,8,1,Cenrich,Nenrich,1,1,SchizachyriumScoparium,C-4,273,0.000921,0.4201226
4,e141,30,1,Cenrich,Nenrich,16,4,,,273,0.001546,0.7885944
5,e141,42,1,Cenrich,Namb,1,1,SolidagoRigida,Forb,273,0.00103,0.494887
6,e141,184,4,Camb,Namb,16,4,,,273,0.000537,0.4851713
7,e141,209,4,Camb,Namb,1,1,AmorphaCanescens,Legume,273,0.000637,0.1776335
8,e141,358,6,Camb,Namb,16,4,,,273,0.000791,0.3907826
9,e141,18,1,Cenrich,Nenrich,1,1,AmorphaCanescens,Legume,273,0.000895,0.3328378
10,e141,43,1,Cenrich,Nenrich,16,4,,,273,0.001139,0.5265149
11,e141,163,3,Cenrich,Namb,16,4,,,273,0.000545,0.3708063
12,e141,130,3,Cenrich,Nenrich,16,4,,,273,0.000994,0.6277242
13,e141,52,1,Cenrich,Nenrich,16,4,,,273,0.000875,0.5657275
14,e141,71,2,Camb,Nenrich,1,1,SorghastrumNutans,C-4,273,0.000988,0.4483716
15,e141,231,4,Camb,Namb,1,1,SchizachyriumScoparium,C-4,273,0.000945,0.4344435
16,e141,254,5,Cenrich,Namb,1,1,SchizachyriumScoparium,C-4,273,0.000539,0.250668
17,e141,112,2,Camb,Nenrich,1,1,AgropyronRepens,C-3,273,0.000694,0.3657374
18,e141,306,6,Camb,Namb,16,4,,,273,0.000978,0.4708971
19,e141,5,1,Cenrich,Namb,1,1,AsclepiasTuberosa,Forb,273,0.000464,0.2776705
20,e141,24,1,Cenrich,Namb,1,1,AgropyronRepens,C-3,273,0.000518,0.4105506
21,e141,266,5,Cenrich,Namb,1,1,BromusInermis,C-3,273,0.001384,0.4650781
22,e141,222,4,Camb,Namb,16,4,,,273,0.000783,0.3877066
23,e141,270,5,Cenrich,Namb,16,4,,,273,0.000835,0.5883478
24,e141,352,6,Camb,Nenrich,1,1,BromusInermis,C-3,273,0.001313,0.6476114
25,e141,33,1,Cenrich,Namb,16,4,,,273,0.001048,0.7529404
26,e141,104,2,Camb,Namb,16,4,,,273,0.000771,0.5265989
27,e141,213,4,Camb,Nenrich,16,4,,,273,0.001386,0.6331204
28,e141,31,1,Cenrich,Nenrich,1,1,AsclepiasTuberosa,Forb,273,0.00076,0.2769312
29,e141,137,3,Cenrich,Nenrich,1,1,LespedezaCapitata,Legume,273,0.000262,0.2209811
30,e141,67,2,Camb,Namb,16,4,,,273,0.000475,0.425991
31,e141,57,1,Cenrich,Namb,1,1,SchizachyriumScoparium,C-4,273,0.000587,0.2875222
32,e141,118,2,Camb,Nenrich,16,4,,,273,0.001295,0.5416617
33,e141,279,5,Cenrich,Namb,1,1,AmorphaCanescens,Legume,273,0.00051,0.3724443
34,e141,250,5,Cenrich,Namb,16,4,,,273,0.001011,0.4934597
35,e141,13,1,Cenrich,Nenrich,16,4,,,273,0.001586,0.6062819
36,e141,69,2,Camb,Namb,16,4,,,273,0.001147,0.6092219
37,e141,241,4,Camb,Nenrich,1,1,LespedezaCapitata,Legume,273,0.000573,0.2566946
38,e141,64,2,Camb,Nenrich,16,4,,,273,0.000316,0.3376481
39,e141,196,4,Camb,Nenrich,1,1,AmorphaCanescens,Legume,273,0.000485,0.1593068
40,e141,169,3,Cenrich,Namb,1,1,AmorphaCanescens,Legume,273,0.000418,0.2201618
41,e141,143,3,Cenrich,Nenrich,1,1,SolidagoRigida,Forb,273,0.001074,0.5213919
42,e141,39,1,Cenrich,Namb,1,1,BromusInermis,C-3,273,0.000847,0.5239436
43,e141,108,2,Camb,Nenrich,16,4,,,273,0.000984,0.6096636
44,e141,53,1,Cenrich,Nenrich,1,1,SolidagoRigida,Forb,273,0.000454,0.4551723
45,e141,132,3,Cenrich,Nenrich,1,1,SchizachyriumScoparium,C-4,273,0.000393,0.3784611
46,e141,103,2,Camb,Nenrich,1,1,BromusInermis,C-3,273,0.00125,0.6327706
47,e141,36,1,Cenrich,Nenrich,1,1,AgropyronRepens,C-3,273,0.000887,0.4061498
48,e141,90,2,Camb,Namb,1,1,SorghastrumNutans,C-4,273,0.000694,0.5564629
49,e141,144,3,Cenrich,Nenrich,1,1,AgropyronRepens,C-3,273,0.000852,0.2813858
50,e141,68,2,Camb,Nenrich,1,1,SchizachyriumScoparium,C-4,273,0.001017,0.3499655
51,e141,123,3,Cenrich,Nenrich,1,1,SorghastrumNutans,C-4,273,0.000273,0.3795892
52,e141,192,4,Camb,Namb,1,1,AsclepiasTuberosa,Forb,273,0.000099,0.1145523
53,e141,23,1,Cenrich,Namb,16,4,,,273,0.00074,0.3730347
54,e141,160,3,Cenrich,Nenrich,1,1,AsclepiasTuberosa,Forb,273,0.000246,0.1677008
55,e141,45,1,Cenrich,Namb,16,4,,,273,0.001152,0.4971096
56,e141,174,3,Cenrich,Nenrich,1,1,BromusInermis,C-3,273,0.001118,0.5937718
57,e141,51,1,Cenrich,Namb,16,4,,,273,0.001001,0.8484628
58,e141,94,2,Camb,Nenrich,1,1,AsclepiasTuberosa,Forb,273,0.000793,0.1625831
59,e141,107,2,Camb,Namb,16,4,,,273,0.000774,0.548293
60,e141,175,3,Cenrich,Nenrich,16,4,,,273,0.000507,0.5595612
61,e141,110,2,Camb,Nenrich,16,4,,,273,0.000801,0.3115824
62,e141,116,2,Camb,Namb,1,1,LespedezaCapitata,Legume,273,0.000684,0.3561954
63,e141,179,3,Cenrich,Namb,16,4,,,273,0.000802,0.5976257
64,e141,173,3,Cenrich,Namb,16,4,,,273,0.00094,0.2899071
65,e141,180,3,Cenrich,Nenrich,16,4,,,273,0.001727,0.8422996
66,e141,126,3,Cenrich,Namb,1,1,SorghastrumNutans,C-4,273,0.001009,0.4244446
67,e141,235,4,Camb,Namb,1,1,AgropyronRepens,C-3,273,0.000505,0.2786867
68,e141,256,5,Cenrich,Nenrich,1,1,LespedezaCapitata,Legume,273,0.001006,0.4116467
69,e141,201,4,Camb,Namb,16,4,,,273,0.001156,0.4640421
70,e141,205,4,Camb,Nenrich,16,4,,,273,0.001066,0.4407664
71,e141,99,2,Camb,Nenrich,1,1,SolidagoRigida,Forb,273,0.000652,0.6015635
72,e141,225,4,Camb,Nenrich,1,1,AgropyronRepens,C-3,273,0.001124,0.3794322
73,e141,199,4,Camb,Namb,1,1,SolidagoRigida,Forb,273,0.000881,0.3261557
74,e141,188,4,Camb,Namb,16,4,,,273,0.000389,0.3959826
75,e141,153,3,Cenrich,Namb,1,1,SolidagoRigida,Forb,273,0.000912,0.6212426
76,e141,236,4,Camb,Nenrich,16,4,,,273,0.001188,0.8151052
77,e141,234,4,Camb,Nenrich,16,4,,,273,0.000661,0.4786931
78,e141,277,5,Cenrich,Namb,1,1,SorghastrumNutans,C-4,273,0.0006,0.6074453
79,e141,283,5,Cenrich,Namb,16,4,,,273,0.001118,0.5907408
80,e141,267,5,Cenrich,Nenrich,16,4,,,273,0.000699,0.3888315
81,e141,248,5,Cenrich,Namb,1,1,AsclepiasTuberosa,Forb,273,0.000355,0.230911
82,e141,272,5,Cenrich,Namb,16,4,,,273,0.001457,0.7421245
83,e141,275,5,Cenrich,Nenrich,16,4,,,273,0.001485,1.3886086
84,e141,202,4,Camb,Namb,1,1,BromusInermis,C-3,273,0.000682,0.2295514
85,e141,304,5,Cenrich,Namb,1,1,LespedezaCapitata,Legume,273,0.000625,0.3191932
86,e141,253,5,Cenrich,Nenrich,16,4,,,273,0.000841,0.4450953
87,e141,273,5,Cenrich,Nenrich,1,1,SorghastrumNutans,C-4,273,0.001243,0.8672648
88,e141,147,3,Cenrich,Namb,16,4,,,273,0.000918,0.3901447
89,e141,151,3,Cenrich,Nenrich,16,4,,,273,0.000467,0.7834945
90,e141,301,5,Cenrich,Nenrich,16,4,,,273,0.001488,0.7927838
91,e141,331,6,Camb,Namb,1,1,SorghastrumNutans,C-4,273,0.001283,0.5675648
92,e141,344,6,Camb,Namb,16,4,,,273,0.00092,0.4406834
93,e141,362,6,Camb,Nenrich,1,1,SorghastrumNutans,C-4,273,0.001195,0.4042087
94,e141,338,6,Camb,Nenrich,1,1,SolidagoRigida,Forb,273,0.001563,0.5265179
95,e141,329,6,Camb,Namb,1,1,AsclepiasTuberosa,Forb,273,0.000972,0.3587888
96,e141,355,6,Camb,Namb,16,4,,,273,0.001073,0.5024864
97,e141,322,6,Camb,Namb,1,1,LespedezaCapitata,Legume,273,0.000412,0.2936233
98,e141,145,3,Cenrich,Namb,1,1,AgropyronRepens,C-3,273,0.001157,0.3838904
99,e141,345,6,Camb,Namb,1,1,SchizachyriumScoparium,C-4,273,0.000843,0.5699908
100,e141,321,6,Camb,Nenrich,16,4,,,273,0.001459,0.830825
101,e141,22,1,Cenrich,Nenrich,1,1,BromusInermis,C-3,273,0.000809,0.6441408
102,e141,311,6,Camb,Nenrich,16,4,,,273,0.000944,0.4940346
103,e141,318,6,Camb,Nenrich,1,1,LespedezaCapitata,Legume,273,0.000537,0.2714124
104,e141,314,6,Camb,Namb,1,1,SolidagoRigida,Forb,273,0.000725,0.2878938
105,e141,342,6,Camb,Nenrich,1,1,AsclepiasTuberosa,Forb,273,0.001072,0.1887771
106,e141,316,6,Camb,Nenrich,1,1,AmorphaCanescens,Legume,273,0.000473,0.3586534
107,e141,349,6,Camb,Nenrich,1,1,SchizachyriumScoparium,C-4,273,0.000798,0.3528593
108,e141,307,6,Camb,Nenrich,16,4,,,273,0.001442,0.65206
