Date,Plot,CO2,Depth,HorizonNotes,Bulk Density,d13C (ä),d15N (ä),atom%15N,%C,%N,gC/m2,gN/m2,mg15N/m2,Data source,Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,12,E,160-190 cm,Albic,1.41,-25.46914649,20.26701569,0.3723,0.197420347,0.006785363,835.1,28.7,1.7,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,14,E,160-190 cm,Spodic,1.41,-24.84371348,10.90407335,0.3689,0.139775655,0.004305153,591.3,18.2,0.5,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,16,E,160-190 cm,Spodic,1.41,-24.36353197,4.104389352,0.3665,0.937016657,0.022029553,3963.6,93.2,0.1,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,1,A,30-60 cm,,1.15,-27.03198513,52.20293429,0.3839,0.372369696,0.010392747,1284.7,35.9,6.3,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,3,A,30-60 cm,,1.15,-27.32377243,68.77509555,0.3900,0.304265422,0.008448824,1049.7,29.1,6.9,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,5,A,30-60 cm,,1.15,-27.48183868,46.72755529,0.3820,0.388911042,0.011440178,1341.7,39.5,6.2,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,7,A,30-60 cm,,1.15,-27.22993243,47.95624834,0.3824,0.375894089,0.011367217,1296.8,39.2,6.3,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,9,A,30-60 cm,,1.15,-27.16785254,39.93776791,0.3795,0.31985126,0.008893183,1103.5,30.7,4.0,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,11,A,30-60 cm,,1.15,-26.75128509,43.18290087,0.3807,0.478992294,0.012735054,1652.5,43.9,6.3,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,13,A,30-60 cm,,1.15,-26.21538987,65.94294308,0.3889,0.386837144,0.010198916,1334.6,35.2,8.0,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,15,A,30-60 cm,,1.15,-26.94393136,38.38486194,0.3789,0.36034096,0.009542069,1243.2,32.9,4.2,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,2,E,30-60 cm,,1.15,-27.85720121,57.25112814,0.3858,0.309236033,0.009391771,1066.9,32.4,6.3,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,4,E,30-60 cm,,1.15,-27.61549912,71.83957519,0.3911,0.347556116,0.010539028,1199.1,36.4,9.0,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,6,E,30-60 cm,,1.15,-27.37019594,33.75009635,0.3772,0.261411539,0.008599737,901.9,29.7,3.2,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,8,E,30-60 cm,,1.15,-26.65088084,20.74677886,0.3725,0.194132317,0.008528225,669.8,29.4,1.8,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,10,E,30-60 cm,,1.15,-28.7016147,62.8019896,0.3878,0.379449539,0.010748604,1309.1,37.1,8.0,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,12,E,30-60 cm,,1.15,-27.22576952,39.49032139,0.3793,0.388122275,0.013043651,1339.0,45.0,5.9,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,14,E,30-60 cm,,1.15,-28.38797808,66.16078225,0.3890,0.327483094,0.009346681,1129.8,32.2,7.3,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,16,E,30-60 cm,,1.15,-27.62027808,84.25891874,0.3956,0.195913595,0.004849437,675.9,16.7,4.9,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,1,A,60-100 cm,,1.41,missing,missing,missing,missing,missing,,,,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,3,A,60-100 cm,,1.41,-26.47005687,31.34939789,0.3764,0.200098193,0.007224657,1128.6,40.7,4.1,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,5,A,60-100 cm,,1.41,-26.7612809,27.99469775,0.3751,0.292933285,0.010963848,1652.1,61.8,5.5,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,7,A,60-100 cm,,1.41,-26.50928912,33.38439898,0.3771,0.186510198,0.006429793,1051.9,36.3,3.9,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,9,A,60-100 cm,,1.41,-26.2732105,17.57838537,0.3714,0.237697148,0.00899178,1340.6,50.7,2.6,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,11,A,60-100 cm,,1.41,-26.93805664,35.91126878,0.3780,0.343308167,0.009128016,1936.3,51.5,6.0,"Hungate, NAU lab","this is the ""albic"" horizon sample, which occurred at this depth in this plot, which has a shallow spodic horizon. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,13,A,60-100 cm,,1.41,-26.44391694,62.94835968,0.3878,0.37242951,0.01074144,2100.5,60.6,13.1,"Hungate, NAU lab","this is the ""albic"" horizon sample, which occurred at this depth in this plot, which has a shallow spodic horizon. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,15,A,60-100 cm,,1.41,-25.77738954,30.12516485,0.3759,0.28702227,0.010136879,1618.8,57.2,5.5,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,2,E,60-100 cm,,1.41,-26.47167392,30.82092342,0.3762,0.156992718,0.004670255,885.4,26.3,2.6,"Hungate, NAU lab","this is the ""albic"" horizon sample, which occurred at this depth in this plot, which has a shallow spodic horizon. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,4,E,60-100 cm,,1.41,-27.16928917,35.07503116,0.3777,0.300345385,0.009747778,1693.9,55.0,6.3,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,6,E,60-100 cm,,1.41,-26.63333291,19.41104106,0.3720,0.147195272,0.006294868,830.2,35.5,2.0,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,8,E,60-100 cm,,1.41,-28.3118433,60.31623176,0.3869,0.627768187,0.014820892,3540.6,83.6,17.2,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,10,E,60-100 cm,,1.41,-27.27302405,25.09119144,0.3741,0.415156928,0.012747749,2341.5,71.9,5.6,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,12,E,60-100 cm,,1.41,-27.04560652,38.33485291,0.3789,0.409235194,0.012763877,2308.1,72.0,9.1,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,14,E,60-100 cm,,1.41,-26.03424171,20.46624064,0.3724,0.47663327,0.013808942,2688.2,77.9,4.8,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,16,E,60-100 cm,,1.41,-27.18936513,51.84251431,0.3838,0.129981495,0.003601067,733.1,20.3,3.6,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,3,A,190-250 cm,Albic,1.41,-24.80101378,bad N peak,bad N peak,0.053920712,bad N peak,,,,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,5,A,190-250 cm,Albic,1.41,-25.10384877,12.31088287,0.3694,0.094316251,0.003813938,,,,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,7,A,190-300 cm,Albic,1.41,-25.11632202,15.58744649,0.3706,0.155612681,0.004546671,,,,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,4,E,190-250 cm,Albic,1.41,-26.24735217,bad N peak,bad N peak,0.062381925,bad N peak,,,,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,6,E,190-300 cm,Albic,1.41,-26.16259244,27.97433716,0.3751,0.095383515,0.003430136,,,,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,8,E,190-300 cm,Albic,1.41,-26.60131833,28.34995772,0.3753,0.319095057,0.004196169,,,,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,10,E,190-250 cm,Albic,1.41,-26.41794305,7.753374495,0.3678,0.129274008,0.003721657,,,,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,3,A,250-300 cm,Spodic,1.41,-25.66125459,3.595754716,0.3663,0.839828845,0.020485319,,,,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,4,E,250-300 cm,Spodic,1.41,-25.62722968,3.207626381,0.3661,0.908919235,0.020139079,,,,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,5,A,250-300 cm,Spodic,1.41,-25.23726239,3.124306108,0.3661,0.644248254,0.0143411,,,,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,9,A,250-300 cm,Spodic,1.41,-25.19819999,1.871522591,0.3656,0.54685644,0.010716409,,,,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,10,E,250-300 cm,Spodic,1.41,-25.13834007,8.210269636,0.3679,0.595780826,0.011411511,,,,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,12,E,190-220 cm,Spodic,1.41,-24.91631017,7.679342221,0.3678,0.130140315,0.004702711,,,,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,15,A,190-220 cm,Spodic,1.41,-25.66599499,2.969455058,0.3660,1.130240571,0.023441196,,,,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,13,A,190-300 cm,Sub-spodic,1.41,-25.72426835,11.7517277,0.3692,1.720786398,0.034037309,,,,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,14,E,190-300 cm,Sub-spodic,1.41,-25.1875715,9.073518126,0.3683,0.377488302,0.008487268,,,,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,10,E,>190 cm,Brown to spodic,1.41,-25.07434667,2.401330305,0.3658,0.492998355,0.009233483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,13,A,60-100 cm,Spodic at 60cm,1.41,-25.46711749,11.28356497,0.3691,2.175254456,0.057190231,,,,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,14,E,< 100 cm,Albic (<100cm),1.41,-25.62189037,9.176927322,0.3683,0.708529717,0.015126463,,,,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,14,E,< 100 cm,Spodic (<100cm),1.41,-25.0149299,3.486165116,0.3662,0.735154069,0.018537171,,,,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,depth estimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,albic,spodic,sub-spodic,albic,spodic,deepest sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1,100-130 cm,130-160 cm,DNS,100-130 cm,130-160 cm,160 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3,> 190 cm,> 190 cm,DNS,190-250 cm,250-300 cm,300 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5,> 190 cm,> 190 cm,DNS,190-250 cm,250-300 cm,300 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,7,> 190 cm,not present,DNS,190-300 cm,not present,300 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,9,160-190 cm,> 190 cm,DNS,160-190 cm,250-300 cm,300 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,11,160-190 cm,not present,DNS,190-300 cm,not present,300 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,13,100-130 cm,160-190 cm,190-300 cm,100-130 cm,160-190 cm,300 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,15,160-190 cm,> 190 cm,DNS,160-190 cm,190-220 cm,220 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2,100-130 cm,130-160 cm,,100-130 cm,130-160 cm,160 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4,> 190 cm,> 190 cm,,190-250 cm,250-300 cm,300 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6,> 190 cm,not present,,190-300 cm,not present,300 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,8,> 190 cm,not present,,190-300 cm,not present,300 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,10,> 190 cm,> 190 cm,,190-250 cm,250-300 cm,300 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,12,160-190 cm,> 190 cm,,160-190 cm,190-220 cm,220 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,14,130-160 cm,160-190 cm,190-300 cm,130-160 cm,160-190 cm,300 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,16,130-160 cm,160-190 cm,,130-160 cm,160-190 cm,190 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
